"Incident ID",Year,Month,Day,"Country Code",Country,Region,District,City,UN,INGO,ICRC,"NRCS and IFRC",NNGO,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,Motive,"Actor type","Actor name",Details,Verified,Source
#event+id,#date+year,#date+month,#date+day,#country+code,#country+name+i_en,#adm1+name+i_en,#adm2+name+i_en,#adm3+name+i_en,#affected+UN,#affected+INGO,#affected+ICRC,#affected+IFRC,#affected+NGO,#affected+other,#affected+killed+national,#affected+injured+national,#affected+kidnapped+national,#affected+total+national,#affected+killed+international,#affected+injured+international,#affected+kidnapped+international,#affected+total+international,#affected+total+killed,#affected+total+injured,#affected+total+kidnapped,#affected+total,#affected+total+m,#affected+total+f,#affected+total+i,#event+means+i_en,#event+type+i_en,#loc+type+i_en,#geo+lat,#geo+lon,#x_event_motive,#group+type+i_en,#group+name+i_en,#description+i_en,,
2188,2016,11,23,AF,Afghanistan,Farah,Farah,Farah,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault","Individual attack","Project site",32.446464,62.145413,Unknown,Unknown,Unknown,"One UN contracted staff member was stabbed by two armed men in Farah hospital. No arrests have been made regarding this incident.",Yes,"Official Report"
2189,2016,11,27,SD,Sudan,"West Darfur","Ag Geneina","Al Tadamon",3,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,3,3,3,0,0,Kidnapping,Ambush,Road,13.447898,22.464908,Unknown,"Non-state armed group: Unknown","Not applicable","A vehicle with three UN staff members, two international and one national staff, was stopped by unidentified gunmen in El-Geneina around Al Tadamon. The perpetrators forced the staff into their vehicle and abducted them. All the staff members were released after 23 days in captivity.",Yes,"Official Report"
2191,2016,12,2,SS,"South Sudan","Central Equatoria",Yei,"Yei (near)",0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,1,1,2,2,0,0,Shooting,Ambush,Road,3.995395,30.547485,Incidental,"Non-state armed group: National","Sudan People's Liberation Army-in-Opposition (SPLA-IO)","An ambulance that was driving on the Yei-Lasu road through Lunguru was tailed by an SPLA patrol, which resulted in both the SPLA and the ambulance being shot at by anti-government forces. Reports state that the SPLA soldiers were killed in the attack. The driver of the NGO ambulance was shot in the leg and one of the NGO staff members was kidnapped in the attack.",Yes,"Official Report"
2192,2016,12,2,HN,Honduras,Olancho,Olancho,Juticalpa,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Home,14.657211,-86.210767,Incidental,Unknown,Unknown,"One UN national staff member sustained multiple gunshot wounds when armed assailants assaulted him and a companion at their home. His companion (not counted here) died on the scene and he is in critical condition.",Yes,"Official Report"
2258,2016,12,4,SS,"South Sudan",Jonglei,Nyirol,Waat,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",8.201656,32.157575,Incidental,Unaffiliated,"Not applicable","One male national staff member was assaulted and beaten with sticks by his brother while at the market as a result of a personal dispute.",Yes,"Focal Point"
2214,2016,12,5,SY,"Syrian Arab Republic","Rural Damascus","Rural Damascus",Madaya,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,"Aerial bombardment",Combat/Crossfire,"Project site",33.690295,36.103666,Political,"State: unknown","Not applicable","Two volunteers working for an NGO were killed in Madaya when their team was targeted by attack helicopters during the performance of their humanitarian service.",Yes,Media
2274,2016,12,6,PK,Pakistan,"Khyber Pakhtunkhwa",Mardan,Mardan,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Unknown,"Individual attack",Unknown,34.200114,72.050801,Incidental,Unaffiliated,Spouse,"A female INGO aid worker was murdered by her husband as she was filing for divorce.",Yes,"Focal Point"
2193,2016,12,10,SS,"South Sudan","Central Equatoria",Juba,"Juba-Maridir Road",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting,Ambush,Road,5.137942,30.914154,Economic,"Non-state armed group: Unknown","Not applicable","Armed gunmen ambushed a local NGO vehicle on the Juba-Maridi road and hijacked their car, stole their belongings and shot one of the female national staff members who was later med-evac'd to a hospital in order to receive medical treatment.",Yes,"Official Report"
2264,2016,12,16,SY,"Syrian Arab Republic",Aleppo,Aleppo,Aleppo,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",36.202105,37.13426,Political,"Foreign or coalition forces",Unknown,"One volunteer for an NGO who was injured and taken away by an ambulance in a government-controlled area during the evacuation of east Aleppo in December has been held by either government or Syrian coalition forces. He was seen once during his capture on a Russian language YouTube video denouncing the organization. Reports indicate he was also tortured. He is still missing and his whereabouts are unknown.",Yes,"Focal Point"
2201,2016,12,19,AF,Afghanistan,Kundoz,Aliabad,"Hussain Khel",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,36.509015,68.903503,Political,"Non-state armed group: Unknown","Not applicable","One international staff member from the ICRC was abducted when their vehicle was intercepted by armed militants in Kunduz province. They were travelling from Mazar-e-Sharif to Kunduz when the incident occurred. Several national staff members were taken as well but since have been released.  Update: The ICRC international staff member was released on 1/15 after nearly four weeks in captivity.",Yes,Media
2259,2016,12,19,AF,Afghanistan,Kundoz,Kundoz,"Kah Furioshi",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Roadside IED",Ambush,"Public location",36.728591,68.868066,Incidental,"Non-state armed group: Unknown","Not applicable","An IED placed in a wheelbarrow detonated in Kunduz city, Kah Furioshi area. One national staff member of an INGO was killed as a result of the explosion. He was caught in the explosion as he was walking by the area.",Yes,"Focal Point"
2202,2016,12,24,ML,Mali,Gao,Gao,Gao,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,Kidnap-killing,"Individual attack",Home,16.261765,-0.028839,Political,"Non-state armed group: Regional","Al-Qaeda (affiliated)","An INGO director was kidnapped from her home on December 24th, 2016 in Gao. She is a dual national of French and Swiss origin. On March 1st, 2018, a video released by Al-Qaeda affiliated group, Jama'a Nusrat ul-Islam wa al-Muslimin (JNIM), briefly shows the aid worker in a propaganda video. According to a close family member, the aid worker's health appears to have declined since the last image of her was released in 2017. In May 2021 Malian Forces confirmed her body was identified.
",Yes,Media
2222,2016,12,28,CD,"DR Congo","South Kivu",Uvira,Songo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,"Individual attack",Home,-3.372884,29.144879,Unknown,Unknown,Unknown,"One INGO staff member was shot in front of his home by an unidentified assailant in the Songo quarter of Uvira town.",Yes,"Official Report"
3598,2017,,,YE,Yemen,"Al Hodeidah","Al Hodeidah",Khoka,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Kidnap-killing,Unknown,Unknown,13.806667,43.250556,Unknown,"Non-state armed group: National","Houti Forces","One NGO national aid worker was kidnapped in the town of Khokha in 2017. He died in Houti custody in July 2022.
",Yes,Media
2367,2017,1,4,SO,Somalia,Banadir,Banadir,Mogadishu,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Vehicle-born IED",Raid,Office/compound,2.046934,45.318162,Political,"Non-state armed group: Regional","Al Shabaab","At least one guard for a UN agency was severely wounded when a car bomb exploded in the organization's garage. The security guard is a Somali national. Al-Shabaab reportedly took responsibility for the attack. Three additional security guards were injured in the attack (not currently counted here because the information on the additional guards could not be verified).",Yes,"Official Report"
2218,2017,1,4,ML,Mali,Gao,Gao,Gao,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Public location",16.263981,-0.027987,Unknown,Unknown,Unknown,"One security guard working for the ICRC was shot and killed during an altercation with two men on a motorcycle in Gao.",Yes,"Official Report"
2219,2017,1,4,SY,"Syrian Arab Republic","Rural Damascus",Al-Zabadani,"Wadi Baarada",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",33.625376,36.107544,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","One volunteer aid worker was injured in a rapid succession double aerial bombing in Wadi Barada while assisting civilians. He died the following day.",Yes,Media
2221,2017,1,6,SS,"South Sudan",Lakes,"Rumbek Centre",Rumbek,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Office/compound,6.807249,29.678888,Economic,Unknown,Unknown,"Four armed men broke in an INGO compound and were spotted by the site security guards. One of the guards was injured by a shot fired by one of the assailants. The security guard was taken to the hospital and then medically evacuated to another facility for further treatment.",Yes,"Official Report"
2436,2017,1,7,SS,"South Sudan",Unity,Rubkona,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault",Raid,"Public location",8.927721,29.788925,Incidental,Unaffiliated,"Not applicable","One national aid worker was taken into the bush and hacked to death during tribal violence. The attack was not the result of his employment as an aid worker.",Yes,"Focal Point"
2220,2017,1,8,SS,"South Sudan",Unity,Koch,"Mayendit, Rubkuai",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack",Home,8.062476,29.88152,Economic,Unknown,Unknown,"A national staff member was shot and killed at night while visiting family members. The motive of the attack is suspected to be robbery.",Yes,"Official Report"
2224,2017,1,14,MX,Mexico,Mexico,Mexico,Ixtapaluca,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,Shooting,Unknown,"Project site",19.309054,-98.907978,Unknown,Criminal,Unknown,"Two Mexican Red Cross paramedics were murdered by armed gunmen in Ixtapaluca while carrying out their humanitarian duties.
",Yes,"Focal Point"
2223,2017,1,17,NG,Nigeria,Borno,Kala-Balge,Rann,0,0,0,14,0,0,6,8,0,14,0,0,0,0,6,8,0,14,0,0,14,"Aerial bombardment",Combat/Crossfire,"Project site",12.2701,14.4636,Incidental,"Host state","Nigerian Armed Forces","Six aid workers from the Nigerian Red Cross and numerous civilians were killed following an airstrike on a refugee camp in Rann, Borno state. The aid workers were in Rann as part of a humanitarian relief operation that was bringing food to over 25,000 displaced people. A number of aid workers were also wounded in the attack and eight had to be airlifted out of the town for medical assistance.",Yes,Media
2230,2017,1,25,SO,Somalia,Banadir,Banadir,"Mogadishu, Waberi",2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Complex attack",Raid,"Public location",2.03596,45.327206,Incidental,"Non-state armed group: Regional","Al Shabaab","Two UN staff members were injured during a complex attack by Al-Shabaab on Hotel Dayah, which was popular with government officials and politicians. A car with explosives was first used to breach the gate of the hotel, followed by a raid on the hotel and then a secondary blast. Reportedly, 28 people died in the attack and 43 were wounded.",Yes,Media
2228,2017,1,28,SS,"South Sudan",Unity,Rubkona,Bentiu,0,3,0,0,0,0,1,2,0,3,0,0,0,0,1,2,0,3,3,0,0,Shooting,Ambush,Road,9.2735,29.79322,Unknown,Unknown,Unknown,"Four trucks contracted by an INGO were attacked by gunmen on their way to Mayom in the morning. The driver was killed and two others were wounded and required medical attention at a clinic in Bentiu. One driver was unaccounted for after he fled the area. Further details on his whereabouts were not available during follow-up with the reporting agency.",Yes,"Official Report"
2441,2017,2,6,SS,"South Sudan",Jonglei,"Twic East","Kajo Keji, Ajira",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,6.876992,31.306979,Unknown,Unknown,Unknown,"An INGO contracted driver was kidnapped in the Ajira area in Kajo Keji. Approximately eight men approached the vehicle when it was stopped due to a flat tire. It was a private vehicle but clearly marked with the INGO's flag. Other staff members were in the vehicle as well during the attack but they were released in the Bori area with their valuables intact. The vehicle and the driver were still missing when this was reported and their whereabouts were not able to be confirmed upon verification a year later.",Yes,"Official Report"
2229,2017,2,6,SY,"Syrian Arab Republic",,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Office/compound,34.802075,38.996815,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","One national volunteer succumbed to his injuries after being wounded in an air strike that reportedly targeted the organization's center.",Yes,Media
2227,2017,2,8,AF,Afghanistan,Jowzjan,Sheberghan,Sheberghan,0,0,8,0,0,0,6,0,2,8,0,0,0,0,6,0,2,8,8,0,0,Shooting,Ambush,Road,36.6672,65.7536,Political,,"Islamic State (IS)","Six ICRC staff workers of Afghan nationality have been shot and killed by gunmen in the northern province of Jawzjan. Two more staff members were abducted. The attack on the convoy occurred south of Shibergan while the aid workers were transporting relief supplies to areas affected by the recent snowstorm. The abducted aid workers were released around the 5th of September, 2017.",Yes,Media
2232,2017,2,8,SY,"Syrian Arab Republic",Aleppo,Aleppo,Hamadaniya,0,0,0,4,0,0,2,2,0,4,0,0,0,0,2,2,0,4,1,0,3,Shelling,Combat/Crossfire,"Project site",36.179124,43.400012,Incidental,Unknown,Unknown,"One Red Crescent staff member was killed and seven staff and volunteers were wounded - three of them critically, during a suspected mortar attack.  Update: One Red Crescent volunteer who was wounded in the February 8th attack on a SARC distribution centre in Hamadaniya, Aleppo, died as a result of his injuries on February 11th.",Yes,"Focal Point"
2231,2017,2,9,SS,"South Sudan","Eastern Equatoria",Torit,Torit,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,4.41024,32.574038,Unknown,"Non-state armed group: National","Sudan People's Liberation Army (SPLA)","A contractor for a UN agency was shot and killed by SPLA soldiers at a checkpoint in Torit. The circumstances that culminated in the shooting are unknown at this time.",Yes,"Official Report"
2238,2017,2,12,YE,Yemen,Taiz,Taiz,Al-Makha,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,"Aerial bombardment",Combat/Crossfire,Home,13.320302,43.247315,Incidental,"Foreign or coalition forces","Saudi-led Coalition (SLC)","A staff member of an NGO was critically injured during an air strike on her home in Mokha, Yemen. Several of her family members (not counted here) were killed in the attack.",Yes,Media
2450,2017,2,19,SD,Sudan,"North Kordofan",Sheikan,Diffra,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,2,2,0,0,Shooting,Ambush,Road,12.862807,30.217636,Unknown,"Non-state armed group: Unknown","Not applicable","A contracted truck for a UN agency was driving between Diffra and Gola when an armed man attempted to block the road. The driver was able to speed up and avoid the ambush but the perpetrator shot off two rounds, hitting the passenger and killing him and wounding the driver in the thigh. The driver was taken to a UN medical center for treatment. The contracted team was on-duty at the time of the attack.",Yes,"Focal Point"
2234,2017,2,23,SO,Somalia,Hiraan,Beledweyne,Beledweyne,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,Kidnapping,Raid,"Project site",4.742941,45.200936,Unknown,"Non-state armed group: Regional","Al Shabaab","Three national aid workers for an INGO were reportedly abducted by suspected Al-Shabaab gunmen at Hajub, near Beledweyne. They were providing humanitarian assistance to drought-affected beneficiaries at the time of the attack. They were all released within a week.",Yes,Media
2233,2017,2,28,SY,"Syrian Arab Republic",Homs,Homs,"Al Waer",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Combat/Crossfire,"Project site",34.733389,36.658386,Political,Unknown,Unknown,"One volunteer died while performing humanitarian activities in Al-Waer, Homs. Reportedly, the team he was working with in the field was targeted by aerial artillery fire and he died while rescuing civilians in the area.",Yes,Media
2492,2017,3,11,ML,Mali,Gao,,,0,0,0,2,0,0,1,0,0,1,0,1,0,1,1,1,0,2,1,0,1,Shooting,"Individual attack",Unknown,16.263981,-0.027987,Political,Unknown,Unknown,"One Malian Red Cross driver was killed and one international Red Cross delegate was shot and wounded on March 11th in Gao.
",Yes,"Focal Point"
2459,2017,3,13,SY,"Syrian Arab Republic",Idlib,Idlib,"Maaret Misreen",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Aerial bombardment",Combat/Crossfire,"Project site",36.012602,36.671452,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","A hospital in the area of Maarat Misreen, Idlib, Syria, that was supported by an INGO, was bombed by Syrian forces and/or their allies. Although the incident has been verified, the supporting agency could not provide the number of partner staff members wounded and the number of casualties. As a default in the Aid Worker Security Database, one causality is noted even though there were likely more as a result of this attack.",Yes,"Focal Point"
2460,2017,3,13,SY,"Syrian Arab Republic",Hama,"Kafr Zita","Kafr Zita",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Aerial bombardment",Combat/Crossfire,"Project site",35.250118,36.571396,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","A hospital in the area of Mahardah, Hama, that was supported by an INGO, was bombed by Syrian forces and/or their allies. Although the incident has been verified, the supporting agency could not provide the number of partner staff members wounded and the number of casualties. As a default in the Aid Worker Security Database, one causality is noted even though the organization mentioned that there were likely more as a result of this attack.",Yes,"Focal Point"
2276,2017,3,13,SS,"South Sudan",Unity,Rubkona,Mayendit,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,8,0,0,8,Kidnapping,Raid,"Project site",8.062476,29.88152,Political,"Non-state armed group: Unknown","Not applicable","Eight INGO national aid workers were kidnapped by armed rebels near Mayendit, South Sudan. Reports give different accounts of the incident. Most recent reports say that the aid workers were kidnapped in order to pressure the organization for aid deliveries to specific areas but in a statement, the organization said that this wasn't the case. The aid workers were released after two days.",Yes,Media
2235,2017,3,14,SS,"South Sudan",Lakes,"Yirol East",Shambe,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Unknown,Ambush,Road,7.076948,30.739403,Unknown,Unknown,Unknown,"One international staff member of a UN agency was wounded in Yirol East during a medical mission. Their car was ambushed along the Shambe-Karair road by unidentified men. There were two fatalities as a result of this incident and three others were wounded (not aid workers as defined by the AWSD). The injured staff member was MEDEVACed from Yirol West in order to receive medical attention for a gunshot wound.",Yes,"Official Report"
2481,2017,3,18,LY,"Libyan Arab Jamahiriya",West,Tripoli,"Tripoli, Mitiga Airport",0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,3,0,0,"Bodily assault",Detention,Custody,32.893513,13.275044,Political,"Police or paramilitary","Airport security","Three international staff members working for an INGO were detained by Libyan airport security forces at Mitiga airport. They were taken to an off-site location and all faced significant verbal and physical assault. One of the aid workers was nearly raped. The group was questioned about their in-country presence and security-related information. Their personal property and items belonging to the INGO were stolen.",Yes,"Focal Point"
2239,2017,3,20,SY,"Syrian Arab Republic",Daraa,Daraa,Daraa,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Unknown,Road,32.636016,32.636016,Incidental,Unknown,Unknown,"One senior staff member of an NGO was killed in Daraa when his car was hit by a missile.",Yes,Media
2237,2017,3,22,SO,Somalia,Gedo,Baardheere,Baardheere,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack","Public location",2.339047,42.288006,Unknown,"Non-state armed group: Regional","Al Shabaab","A Red Cross national staff member was reportedly shot and killed not far from where he lived in Bardhere town by two suspected al-Shabaab militants. Although it appears that he was targeted, it is unclear whether he was targeted because of his work for an aid organization or because of a personal dispute.",Yes,Media
2482,2017,3,23,SY,"Syrian Arab Republic",Al-Hasakah,Al-Malikeyyeh,Derik,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,37.176661,42.13559,Political,"Non-state armed group: Unknown","Not applicable","One INGO national staff member was held by opposition forces in Syria for over 24 hours in Derik, Syria. He also received some minor injuries as a result of the incident.",Yes,"Focal Point"
2427,2017,3,24,CF,"Central African Republic",Haute-Kotto,Bria,Bria,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,"Public location",6.536944,21.991944,Incidental,Unknown,Unknown,"A national staff member was struck by a stray round in the marketplace. The staff member was not on-duty at the time and the incident was most likely not the result of him working for an international non-governmental organization.
",Yes,"Focal Point"
2236,2017,3,25,SS,"South Sudan","Central Equatoria",Juba,Magri,0,0,0,0,6,0,3,0,0,3,3,0,0,3,6,0,0,6,6,0,0,Shooting,Ambush,Road,5.144193,31.818123,Unknown,Unknown,Unknown,"Six aid workers (3 South Sudanese and 3 Kenyan nationals) were shot and killed in an ambush while they were traveling on the Juba-Pibor road at Magri (south of Mangalla) on March 25th. This includes the driver. The circumstances leading to the attack are currently under investigation and the perpetrators are unknown. The government and the SPLA-IO are blaming one another for the attack.",Yes,"Official Report"
2240,2017,3,27,SY,"Syrian Arab Republic",Ar-Raqqah,Ath-Thawrah,al-Tabaqa,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,"Project site",35.902611,38.523472,Incidental,"Foreign or coalition forces","Russian Syrian Military Coalition","A Red Crescent volunteer was killed, reportedly during an airstrike, while at a project site in the al-Tabaqa area of Raqqa.
",Yes,"Focal Point"
2451,2017,3,29,MM,Myanmar,Kachin,Hparew,,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,"Public location",25.395724,97.399952,Incidental,"Non-state armed group: Subnational","Kachin Independence Army (KIA)","One UN contracted off-duty guard was abducted by a KIA battalion that forcibly tried to recruit him into their army. This occurred in the Hparew village which is 16 kilometers west of Mytikyina. UNDSS and the local KLA liaison officer were involved in securing his release, which occurred on April 1st, 2017.
",Yes,"Focal Point"
2430,2017,3,30,MX,Mexico,Michoacan,Zamora,Zamora,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,"Individual attack","Public location",19.983333,-102.283333,Economic,Criminal,Unknown,"The senior staff member of a local non-governmental organization was kidnapped from his hotel at 3 am and held in captivity for 30 hours before being released. The assailants extorted money (or tied to extort money) from the victim.
",Yes,"Focal Point"
2278,2017,3,30,SY,"Syrian Arab Republic","Rural Damascus","Rural Damascus",Zamalka,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Aerial bombardment",Combat/Crossfire,Unknown,33.526488,36.352518,Unknown,"Foreign or coalition forces","Russian Syrian Military Coalition","One national volunteer was killed during two consecutive airstrikes in Zamalka, Damascus.",Yes,Media
2270,2017,3,31,PK,Pakistan,FATA,Orakzai,Saifal,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,2,0,"Roadside IED",Ambush,Road,33.5734,71.0099,Incidental,Unknown,Unknown,"An NGO vehicle drove over an IED in Saifal Darra in Orakzai Agency which exploded and wounded three aid workers. Although the wounds were not life threatening, two female staff members required medical attention. The aid workers were not the target of the attack, the IED had been intended for security forces in the area.",Yes,"Official Report"
2241,2017,4,3,YE,Yemen,Ibb,Ibb,Ibb,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,2,0,5,Kidnapping,Raid,Home,13.972093,44.162534,Political,"Non-state armed group: Unknown","Not applicable","Five aid workers and two contracted drivers were detained in Ibb by rebel forces that raided the hotel that the aid workers were in. They were all released on April 3rd but it is unknown how long they were held.",Yes,Media
2266,2017,4,7,SY,"Syrian Arab Republic",Idlib,Jisr-Ash-Shugur,Jisr-Ash-Shugur,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,"Aerial bombardment",Combat/Crossfire,"Public location",35.608987,36.968994,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","Two male volunteers for an NGO were killed while responding during airstrikes in Jisr Al Shughur, Idleb.",Yes,Media
2271,2017,4,10,SS,"South Sudan","Western Bahr el Ghazal",Wau,Wau,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,Shooting,Combat/Crossfire,"Public location",7.709188,27.983474,Unknown,Unknown,Unknown,"Three national porters contracted by a UN agency were killed in the violence that spread through Wau, South Sudan, during the week of April 10th. One was found shot and two died from machete wounds. They were on their way to work when the incident occurred.",Yes,"Official Report"
2277,2017,4,11,SY,"Syrian Arab Republic",,,,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Aerial bombardment",Combat/Crossfire,"Project site",34.802075,38.996815,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","Two national volunteers were wounded in two consecutive airstrikes on their location while they were providing humanitarian aid.",Yes,Media
2275,2017,4,13,CD,"DR Congo","North Kivu",Beni,Beni,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,Kidnapping,Unknown,Unknown,0.499012,29.452754,Incidental,"Non-state armed group: Unknown","Not applicable","A national staff member from an INGO that was abducted on April 13th in the Grand Nord Beni Region, south of Lubero Territory, managed to escape. Having intended to target a person from a specific INGO, the perpetrators had accidentally abducted the wrong person.",Yes,"Official Report"
2287,2017,4,17,HT,Haiti,West,Tabarre,"Gerald Bataille",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,18.564198,-72.250978,Unknown,"Non-state armed group: Unknown","Not applicable","According to a media report, one national staff member from the Haitian Red Cross (HRC) was shot by armed perpetrators. A group of HRC members were in their vehicle, steps away from the chapter, when armed gunmen started shooting at them at point-blank range. The motive for the attack is unknown.
",Yes,Media
2461,2017,4,18,SY,"Syrian Arab Republic",Hama,Mahardah,"Al Latamnah",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Aerial bombardment",Combat/Crossfire,"Project site",35.322546,36.622538,Political,"Foreign or coalition forces","Russian Syrian Military Coalition","A hospital in the area of Al Latamnah, Hama, that was supported by an INGO, was bombed by Syrian forces and/or their allies. Although the incident has been verified, the supporting agency could not provide the number of partner staff members wounded and the number of casualties. As a default in the Aid Worker Security Database, one causality is noted even though the organization mentioned that there were likely more as a result of this attack.",Yes,"Focal Point"
2466,2017,4,18,SS,"South Sudan",Jonglei,Uror,Payai,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Combat/Crossfire,Unknown,7.9651,31.9574,Incidental,"Non-state armed group: National","Sudan People's Liberation Army (SPLA)","One national staff member working for an INGO was shot and killed by government troops in the course of an offensive on the community.",Yes,"Focal Point"
2452,2017,4,19,UG,Uganda,,,,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,"Bodily assault","Individual attack","Public location",1.373333,32.290275,Economic,Criminal,Unknown,"One INGO staff member was walking along the road when someone on the back of a motorbike grabbed her backpack and roughly pulled her along in an attempt to steal it. The victim sustained some injuries, predominantly to her leg and nose.",Yes,"Focal Point"
2483,2017,4,24,SS,"South Sudan",Lakes,"Rumbek Centre",Rumbek,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,6.807249,29.678888,Incidental,Unaffiliated,"Not applicable","One national male INGO staff member was shot and killed in Rumbek county during an ethnically motivated incident. The aid worker was also robbed.",Yes,"Focal Point"
2443,2017,4,25,SS,"South Sudan","Upper Nile",Maban,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Detention,Custody,6.876992,31.306979,Political,"Police or paramilitary","Security Forces","One INGO male aid worker was seriously assaulted in detention by security services in Maban. He was released shortly thereafter.",Yes,"Official Report"
